Selective_layer_thickness,Filler_size,Filler_concentration,Crosslinker_concentration,Organic_Hildebrand_solubility_parameter,Organic_molecular_volume,Mass_ratio(A/B),Effluent_type,Effective_area,Experimental_temperature,Downstream_pressure,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Total_flux,predicted
15.0,332.105,0.075,0.0,26.52,58.5,5.6667,0,13.5,60.0,1.0,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.23000000000000004,0.18965465474757298
30.0,1000.0,0.1,0.01,26.52,58.5,4.0,0,20.0,30.0,0.066,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.15099999999999997,0.15035966006380613
30.0,1000.0,0.1,0.01,21.37,57.25,4.0,0,20.0,30.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.20400000000000001,0.21021249669497488
30.0,0.0,0.0,0.01,26.52,58.5,4.0,0,20.0,30.0,0.066,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.068,0.07957699960951829
30.0,0.0,0.0,0.01,21.37,57.25,4.0,0,20.0,30.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.139,0.15444099316229373
30.0,1000.0,0.1,0.01,26.52,58.5,5.6667,0,20.0,30.0,0.066,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.145,0.1406338085776764
30.0,1000.0,0.1,0.01,21.37,57.25,5.6667,0,20.0,30.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.20000000000000004,0.19595451600967295
30.0,0.0,0.0,0.01,26.52,58.5,5.6667,0,20.0,30.0,0.066,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.068,0.07022780747585752
30.0,0.0,0.0,0.01,21.37,57.25,5.6667,0,20.0,30.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.135,0.12913348570999747
30.0,1000.0,0.1,0.01,26.52,58.5,9.0,0,20.0,30.0,0.066,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.138,0.12523736616304904
30.0,1000.0,0.1,0.01,21.37,57.25,9.0,0,20.0,30.0,0.066,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.19,0.18124086178219784
30.0,1000.0,0.07,0.01,26.52,58.5,9.0,0,20.0,30.0,0.066,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.11499999999999998,0.11494425292324333
30.0,1000.0,0.05,0.01,26.52,58.5,9.0,0,20.0,30.0,0.066,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.10100000000000002,0.09458809772113078
30.0,1000.0,0.07,0.01,21.37,57.25,9.0,0,20.0,30.0,0.066,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.178,0.17650224081457533
30.0,1000.0,0.03,0.01,26.52,58.5,9.0,0,20.0,30.0,0.066,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.087,0.09171258768518904
30.0,1000.0,0.05,0.01,21.37,57.25,9.0,0,20.0,30.0,0.066,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.167,0.14707400679613855
30.0,0.0,0.0,0.01,26.52,58.5,9.0,0,20.0,30.0,0.066,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.068,0.05977137843859895
30.0,1000.0,0.03,0.01,21.37,57.25,9.0,0,20.0,30.0,0.066,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.15099999999999997,0.14355875686523828
30.0,0.0,0.0,0.01,21.37,57.25,9.0,0,20.0,30.0,0.066,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.126,0.1105757029322626
30.0,1000.0,0.1,0.01,21.37,57.25,9.0,0,20.0,40.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.144,0.16673749192771592
30.0,1000.0,0.1,0.01,21.37,57.25,9.0,0,20.0,40.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.202,0.16673749192771592
30.0,0.0,0.0,0.01,21.37,57.25,9.0,0,20.0,40.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.07000000000000002,0.09423811684839778
30.0,0.0,0.0,0.01,21.37,57.25,9.0,0,20.0,40.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.132,0.09423811684839778
30.0,1000.0,0.1,0.01,21.37,57.25,9.0,0,20.0,50.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.15,0.18317470306026906
30.0,1000.0,0.1,0.01,21.37,57.25,9.0,0,20.0,50.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.206,0.18317470306026906
30.0,0.0,0.0,0.01,21.37,57.25,9.0,0,20.0,50.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.073,0.10610290488484862
30.0,0.0,0.0,0.01,21.37,57.25,9.0,0,20.0,50.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.137,0.10610290488484862
30.0,1000.0,0.1,0.01,21.37,57.25,9.0,0,20.0,60.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.15700000000000003,0.19014020143293492
30.0,1000.0,0.1,0.01,21.37,57.25,9.0,0,20.0,60.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.209,0.19014020143293492
30.0,0.0,0.0,0.01,21.37,57.25,9.0,0,20.0,60.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.077,0.11372012132453792
30.0,0.0,0.0,0.01,21.37,57.25,9.0,0,20.0,60.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.146,0.11372012132453792
30.0,1000.0,0.1,0.01,21.37,57.25,9.0,0,20.0,70.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.16299999999999998,0.17960443735912732
30.0,1000.0,0.1,0.01,21.37,57.25,9.0,0,20.0,70.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.213,0.17960443735912732
30.0,0.0,0.0,0.01,21.37,57.25,9.0,0,20.0,70.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.082,0.1153735661705908
30.0,0.0,0.0,0.01,21.37,57.25,9.0,0,20.0,70.0,0.06,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.15,0.1153735661705908
50.0,100.0,0.008,0.0,21.37,57.25,4.0,0,19.64,40.0,10.0,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.04000000000000001,0.05689886826674359
50.0,0.0,0.0,0.0,21.37,57.25,4.0,0,19.64,40.0,10.0,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.14,0.060209261339084434
95.0,0.0,0.0,0.0,21.37,57.25,9.0,1,32.131649294911185,25.0,146.0,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.04299999999999999,0.04212181353489125
95.0,700.0,0.5,0.0,21.37,57.25,9.0,1,32.131649294911185,25.0,146.0,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.057999999999999975,0.05900729550162651
100.0,700.0,0.178,0.0,21.37,57.25,9.0,1,32.131649294911185,25.0,146.0,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.055000000000000035,0.050707663226054356
95.0,700.0,0.5,0.0,21.37,57.25,9.0,1,32.131649294911185,35.0,146.0,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.07999999999999999,0.07245662568055986
95.0,0.0,0.0,0.0,21.37,57.25,9.0,1,32.131649294911185,35.0,146.0,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.052999999999999985,0.05150626156458809
100.0,700.0,0.178,0.0,21.37,57.25,9.0,1,32.131649294911185,35.0,146.0,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.05700000000000004,0.05811333056985496
95.0,700.0,0.5,0.0,21.37,57.25,9.0,1,32.131649294911185,45.0,146.0,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.11,0.1135740061249772
100.0,700.0,0.178,0.0,21.37,57.25,9.0,1,32.131649294911185,45.0,146.0,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.08500000000000002,0.09012004671781182
95.0,0.0,0.0,0.0,21.37,57.25,9.0,1,32.131649294911185,45.0,146.0,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.07500000000000001,0.09576164505056582
95.0,700.0,0.5,0.0,21.37,57.25,9.0,1,32.131649294911185,55.0,146.0,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.15,0.14155982857069585
100.0,700.0,0.178,0.0,21.37,57.25,9.0,1,32.131649294911185,55.0,146.0,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.11499999999999998,0.1148136733505556
95.0,0.0,0.0,0.0,21.37,57.25,9.0,1,32.131649294911185,55.0,146.0,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.09500000000000001,0.11902273333065458
0.1,0.0,0.0,0.0,26.52,58.5,0.1111,0,32.131649294911185,25.0,3.99,24.057754683085673,2.3280879592095296,-0.1167385275404072,-0.37176575035627396,-2.492351203247489,-2.618580280928283,-0.1443283089544346,-0.2574908282760371,2.086395375149412,-2.4821783501834833,0.08999999999999998,0.11340283702630174
0.1,0.0,0.0,0.0,26.52,58.5,0.4286,0,32.131649294911185,25.0,3.99,24.057754683085673,2.3280879592095296,-0.1167385275404072,-0.37176575035627396,-2.492351203247489,-2.618580280928283,-0.1443283089544346,-0.2574908282760371,2.086395375149412,-2.4821783501834833,0.11999999999999998,0.121157190176967
0.1,0.0,0.0,0.0,26.52,58.5,1.0,0,32.131649294911185,25.0,3.99,24.057754683085673,2.3280879592095296,-0.1167385275404072,-0.37176575035627396,-2.492351203247489,-2.618580280928283,-0.1443283089544346,-0.2574908282760371,2.086395375149412,-2.4821783501834833,0.135,0.1326052911616779
0.1,0.0,0.0,0.0,26.52,58.5,2.3333,0,32.131649294911185,25.0,3.99,24.057754683085673,2.3280879592095296,-0.1167385275404072,-0.37176575035627396,-2.492351203247489,-2.618580280928283,-0.1443283089544346,-0.2574908282760371,2.086395375149412,-2.4821783501834833,0.13400000000000004,0.12902497707528338
0.1,0.0,0.0,0.0,26.52,58.5,9.0,0,32.131649294911185,25.0,3.99,24.057754683085673,2.3280879592095296,-0.1167385275404072,-0.37176575035627396,-2.492351203247489,-2.618580280928283,-0.1443283089544346,-0.2574908282760371,2.086395375149412,-2.4821783501834833,0.17000000000000004,0.1298749123839222
0.1,0.0,0.0,0.0,26.52,58.5,9.0,0,32.131649294911185,45.0,3.99,24.057754683085673,2.3280879592095296,-0.1167385275404072,-0.37176575035627396,-2.492351203247489,-2.618580280928283,-0.1443283089544346,-0.2574908282760371,2.086395375149412,-2.4821783501834833,0.17999999999999997,0.18739056214871724
0.1,0.0,0.0,0.0,26.52,58.5,9.0,0,32.131649294911185,55.0,3.99,24.057754683085673,2.3280879592095296,-0.1167385275404072,-0.37176575035627396,-2.492351203247489,-2.618580280928283,-0.1443283089544346,-0.2574908282760371,2.086395375149412,-2.4821783501834833,0.23000000000000004,0.23151379420675988
0.1,0.0,0.0,0.0,26.52,58.5,9.0,0,32.131649294911185,65.0,3.99,24.057754683085673,2.3280879592095296,-0.1167385275404072,-0.37176575035627396,-2.492351203247489,-2.618580280928283,-0.1443283089544346,-0.2574908282760371,2.086395375149412,-2.4821783501834833,0.25,0.27468862766235286
21.2,0.0,0.0,0.0,21.37,57.25,0.0309,0,10.2,25.0,1.33,-1.1818260754427294,-3.4155713414725737,0.35057562641250095,0.745955309118312,-0.7234045845640449,0.7542100475191177,0.23469303434186783,0.25290228923716807,0.9640260489591173,-0.21371868609121947,0.07400000000000001,0.09293859710872349
13.2,0.0,0.0,0.0,21.37,57.25,0.0309,0,10.2,25.0,1.33,-1.1818260754427294,-3.4155713414725737,0.35057562641250095,0.745955309118312,-0.7234045845640449,0.7542100475191177,0.23469303434186783,0.25290228923716807,0.9640260489591173,-0.21371868609121947,0.19500000000000003,0.17597216872164323
306.0,0.0,0.0,0.0,23.19,91.8,19.0,1,220.0,78.0,2.66,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.08999999999999998,0.10846267372857553
226.0,0.0,0.0,0.0,23.19,91.8,19.0,1,220.0,78.0,2.66,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.11999999999999998,0.10975087391240293
45.0,0.0,0.0,0.0,21.37,57.25,9.0,0,22.1,40.0,2.66,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.037,0.05341839765348066
45.0,0.0,0.0,0.0,21.37,57.25,9.0,0,22.1,50.0,2.66,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.053999999999999986,0.0740071244984346
45.0,0.0,0.0,0.0,21.37,57.25,9.0,0,22.1,60.0,2.66,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.09199999999999997,0.08644205309366756
45.0,0.0,0.0,0.0,21.37,57.25,9.0,0,22.1,70.0,2.66,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.138,0.1124744328390392
54.78986584684178,0.0,0.0,0.0,26.52,58.5,49.0,1,2200.0,35.0,10.288523672055437,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.08999999999999998,0.08940356782519586
30.0,0.0,0.0,0.015,26.52,58.5,4.0,0,25.0,30.0,2.0,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.1,0.1364823745571755
40.0,0.0,0.0,0.0,23.57,76.4,9.0,0,34.23,40.0,1.33,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.07000000000000002,0.05673225219712502
40.0,0.0,0.0,0.025,19.46,81.3,9.0,0,32.43,30.0,10.288523672055437,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.178,0.11768161454327607
10.0,0.0,0.0,0.0,19.46,81.3,4.0,0,20.0,30.0,0.66,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.22000000000000003,0.23334881495519583
10.0,0.0,0.0,0.0,23.57,76.4,4.0,0,20.0,30.0,0.66,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.16,0.1818917526569381
10.0,0.0,0.0,0.0,19.76,49.0,4.0,0,20.0,30.0,0.66,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.17000000000000004,0.19038931599678038
10.0,0.0,0.0,0.0,19.46,81.3,5.6667,0,20.0,30.0,0.66,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.22000000000000003,0.20261373935137147
10.0,0.0,0.0,0.0,23.57,76.4,5.6667,0,20.0,30.0,0.66,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.15,0.14278735812341803
10.0,0.0,0.0,0.0,19.76,49.0,5.6667,0,20.0,30.0,0.66,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.16,0.15767675398455297
10.0,0.0,0.0,0.0,19.46,81.3,9.0,0,20.0,30.0,0.66,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.21000000000000002,0.20561897253042308
10.0,0.0,0.0,0.0,23.57,76.4,9.0,0,20.0,30.0,0.66,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.11999999999999998,0.13872499782657818
10.0,0.0,0.0,0.0,19.76,49.0,9.0,0,20.0,30.0,0.66,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.13000000000000003,0.1401094468434087
