NO,DOI,Selective_layer_thickness,Filler_size,Filler_concentration,Crosslinker_concentration,Organic_Hildebrand_solubility_parameter,Organic_molecular_volume,Mass_ratio(A/B),Effluent_type,Effective_area,Experimental_temperature,Downstream_pressure,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Total_flux,predicted
237,10.1016/j.polymer.2007.06.064,50.0,0.0,0.0,0.025,23.57,76.4,9.0,0,20.0,30.0,0.66,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.15,0.12253071495892225
238,10.1016/j.polymer.2007.06.064,50.0,0.0,0.0,0.025,23.57,76.4,9.0,0,20.0,30.0,0.66,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.16499999999999998,0.12253071495892225
239,10.1016/j.polymer.2007.06.064,50.0,0.0,0.0,0.025,23.57,76.4,9.0,0,20.0,30.0,0.66,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.17999999999999997,0.12253071495892225
844,10.1016/j.polymer.2007.06.064,50.0,800.0,0.05,0.025,23.57,76.4,9.0,0,20.0,30.0,0.66,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.04000000000000001,0.06371058371901402
845,10.1016/j.polymer.2007.06.064,50.0,0.0,0.0,0.025,23.57,76.4,9.0,0,20.0,30.0,0.66,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.068,0.0933165075901596
846,10.1016/j.polymer.2007.06.064,50.0,0.0,0.0,0.025,23.57,76.4,9.0,0,20.0,30.0,0.66,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.067,0.0933165075901596
847,10.1016/j.polymer.2007.06.064,50.0,0.0,0.0,0.025,23.57,76.4,9.0,0,20.0,30.0,0.66,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.11,0.0933165075901596
848,10.1016/j.polymer.2007.06.064,50.0,0.0,0.0,0.025,23.57,76.4,9.0,0,20.0,30.0,0.66,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.11999999999999998,0.0933165075901596
849,10.1016/j.polymer.2007.06.064,50.0,0.0,0.0,0.025,23.57,76.4,9.0,0,20.0,30.0,0.66,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.14,0.0933165075901596
850,10.1016/j.polymer.2007.06.064,50.0,0.0,0.0,0.025,23.57,76.4,9.0,0,20.0,30.0,0.66,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.16,0.0933165075901596
879,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.01,0.05,26.52,58.5,9.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.030999999999999996,0.04223901185524631
880,10.1016/j.seppur.2006.08.015,62.5,0.0,0.0,0.05,26.52,58.5,9.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.027000000000000003,0.03125352258724995
851,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.2,0.05,23.57,76.4,2.3333,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.256,0.28508582489775297
852,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.2,0.05,26.52,58.5,2.3333,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.146,0.17014690295081783
853,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.08,0.05,23.57,76.4,2.3333,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.20400000000000001,0.21330283901175653
854,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.05,0.05,23.57,76.4,2.3333,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.19500000000000003,0.1967005176915171
855,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.08,0.05,26.52,58.5,2.3333,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.11900000000000001,0.12327443966924415
856,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.01,0.05,23.57,76.4,2.3333,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.156,0.14990917161265646
857,10.1016/j.seppur.2006.08.015,62.5,0.0,0.0,0.05,23.57,76.4,2.3333,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.143,0.132203622715258
858,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.05,0.05,26.52,58.5,2.3333,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.10300000000000001,0.10091221737041446
859,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.01,0.05,26.52,58.5,2.3333,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.08399999999999999,0.07239728810279454
860,10.1016/j.seppur.2006.08.015,62.5,0.0,0.0,0.05,26.52,58.5,2.3333,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.04200000000000001,0.05673478685668087
861,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.2,0.05,23.57,76.4,4.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.23899999999999996,0.2334960696622894
862,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.08,0.05,23.57,76.4,4.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.189,0.1746778432668362
863,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.2,0.05,26.52,58.5,4.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.13400000000000004,0.13327644216364629
864,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.08,0.05,26.52,58.5,4.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.1,0.09654718456963368
865,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.05,0.05,23.57,76.4,4.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.18400000000000002,0.16223417181637068
866,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.01,0.05,23.57,76.4,4.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.12499999999999999,0.12311296376148176
867,10.1016/j.seppur.2006.08.015,62.5,0.0,0.0,0.05,23.57,76.4,4.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.12199999999999998,0.10902080681139996
868,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.05,0.05,26.52,58.5,4.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.07999999999999999,0.07853160096052392
869,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.01,0.05,26.52,58.5,4.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.05600000000000001,0.05605605287044934
870,10.1016/j.seppur.2006.08.015,62.5,0.0,0.0,0.05,26.52,58.5,4.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.04000000000000001,0.044854753803898924
871,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.2,0.05,23.57,76.4,9.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.21400000000000002,0.17409759798505822
872,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.08,0.05,23.57,76.4,9.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.11299999999999998,0.12744281420925876
873,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.05,0.05,23.57,76.4,9.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.11,0.10437063743516736
874,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.2,0.05,26.52,58.5,9.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.129,0.10940308033971533
875,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.08,0.05,26.52,58.5,9.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.09199999999999997,0.0775496961680182
876,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.01,0.05,23.57,76.4,9.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.07999999999999999,0.0793640028512804
877,10.1016/j.seppur.2006.08.015,62.5,0.0,0.0,0.05,23.57,76.4,9.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.067,0.06416321811030709
878,10.1016/j.seppur.2006.08.015,62.5,1000.0,0.05,0.05,26.52,58.5,9.0,0,20.0,30.0,13.3,-2.358771733388256,3.6596385390495545,-0.8453095667107677,-3.720884774363917,0.8028065795630861,0.2143602330796868,-0.1687997132455574,0.12865354647507904,0.13968890470307002,0.07097935390295299,0.06,0.05900824165535075
243,10.1016/j.seppur.2017.06.061,40.0,0.0,0.0,0.0,21.37,57.25,9.0,0,32.131649294911185,40.0,0.001,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.023,0.03901705291125619
242,10.1016/j.seppur.2017.06.061,1.5,0.0,0.0,0.0,21.37,57.25,9.0,0,32.131649294911185,40.0,0.001,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.10200000000000002,0.10183545617794593
1288,10.1016/j.seppur.2019.116092,87.5,0.0,0.0,0.0,26.52,58.5,19.0,1,14.52,30.0,0.667,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.03189999999999999,0.0425585494711956
1289,10.1016/j.seppur.2019.116092,6.0,0.0,0.0,0.0,26.52,58.5,19.0,1,14.52,30.0,0.667,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.625333,0.4575226663740376
265,10.1016/j.vacuum.2005.03.010,2.0,0.0,0.0,0.2,18.15,97.8,49.0,0,23.0,30.0,4.0,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.03200000000000001,0.024904194493449314
266,10.1016/j.vacuum.2005.03.010,2.0,0.0,0.0,0.2,18.15,97.8,49.0,0,23.0,40.0,4.0,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.026000000000000002,0.02321892200046244
267,10.1016/j.vacuum.2005.03.010,2.0,0.0,0.0,0.2,18.15,97.8,49.0,0,23.0,50.0,4.0,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.020000000000000004,0.022952972213839375
268,10.1016/j.vacuum.2005.03.010,5.0,0.0,0.0,0.2,18.15,97.8,65.6667,0,23.0,30.0,4.0,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.021,0.021406234491378996
269,10.1016/j.vacuum.2005.03.010,5.0,0.0,0.0,0.2,18.15,97.8,65.6667,0,23.0,40.0,4.0,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.020000000000000004,0.019291487887170552
270,10.1016/j.vacuum.2005.03.010,5.0,0.0,0.0,0.2,18.15,97.8,65.6667,0,23.0,50.0,4.0,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.018,0.01924379321141585
271,10.1016/j.vacuum.2005.03.010,2.0,0.0,0.0,0.2,18.15,97.8,99.0,0,23.0,30.0,4.0,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.008999999999999998,0.014321696675313456
272,10.1016/j.vacuum.2005.03.010,2.0,0.0,0.0,0.2,18.15,97.8,99.0,0,23.0,40.0,4.0,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.013999999999999999,0.013303232457391852
273,10.1016/j.vacuum.2005.03.010,2.0,0.0,0.0,0.2,18.15,97.8,99.0,0,23.0,50.0,4.0,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.014999999999999996,0.014277579869169006
262,10.1016/j.vacuum.2005.03.010,5.0,0.0,0.0,0.2,18.15,97.8,39.0,0,23.0,30.0,4.0,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.06600000000000002,0.05920885399601349
263,10.1016/j.vacuum.2005.03.010,5.0,0.0,0.0,0.2,18.15,97.8,39.0,0,23.0,40.0,4.0,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.06,0.05443980161760702
264,10.1016/j.vacuum.2005.03.010,5.0,0.0,0.0,0.2,18.15,97.8,39.0,0,23.0,50.0,4.0,-1.2737008624022175,-3.0671827583650915,-0.12657575050853387,0.3066123961106361,-1.701639731355892,1.7117567236211455,-0.006865379430972898,-0.21430939039133115,0.10596073289317279,-0.1069918311064057,0.055000000000000035,0.05188981087521327
2125,10.1021/acs.jced.5b00731,30.0,0.0,0.0,0.0,32.95,186.0,14.2439,0,71.0,30.0,10.0,8.006670081345048,-0.7697387034634564,-1.8273809019357938,5.99776248990812,13.119740381695301,6.888250063378684,-7.036038700300624,-0.3845647139019963,0.07342353065665194,-1.7886180737845778,0.027332999999999996,0.03397784617687049
2118,10.1021/acs.jced.5b00731,30.0,0.0,0.0,0.0,32.95,186.0,3.4131,0,71.0,30.0,10.0,8.006670081345048,-0.7697387034634564,-1.8273809019357938,5.99776248990812,13.119740381695301,6.888250063378684,-7.036038700300624,-0.3845647139019963,0.07342353065665194,-1.7886180737845778,0.127333,0.108605514501854
2119,10.1021/acs.jced.5b00731,30.0,0.0,0.0,0.0,32.95,186.0,4.4054,0,71.0,20.0,10.0,8.006670081345048,-0.7697387034634564,-1.8273809019357938,5.99776248990812,13.119740381695301,6.888250063378684,-7.036038700300624,-0.3845647139019963,0.07342353065665194,-1.7886180737845778,0.041667000000000017,0.05084383663310989
2120,10.1021/acs.jced.5b00731,30.0,0.0,0.0,0.0,32.95,186.0,4.4054,0,71.0,30.0,10.0,8.006670081345048,-0.7697387034634564,-1.8273809019357938,5.99776248990812,13.119740381695301,6.888250063378684,-7.036038700300624,-0.3845647139019963,0.07342353065665194,-1.7886180737845778,0.095667,0.09459099791893945
2121,10.1021/acs.jced.5b00731,30.0,0.0,0.0,0.0,32.95,186.0,4.4054,0,71.0,40.0,10.0,8.006670081345048,-0.7697387034634564,-1.8273809019357938,5.99776248990812,13.119740381695301,6.888250063378684,-7.036038700300624,-0.3845647139019963,0.07342353065665194,-1.7886180737845778,0.11766700000000001,0.12090506809496945
2122,10.1021/acs.jced.5b00731,30.0,0.0,0.0,0.0,32.95,186.0,4.4054,0,71.0,50.0,10.0,8.006670081345048,-0.7697387034634564,-1.8273809019357938,5.99776248990812,13.119740381695301,6.888250063378684,-7.036038700300624,-0.3845647139019963,0.07342353065665194,-1.7886180737845778,0.23033300000000004,0.20693402415961235
2123,10.1021/acs.jced.5b00731,30.0,0.0,0.0,0.0,32.95,186.0,6.1225,0,71.0,30.0,10.0,8.006670081345048,-0.7697387034634564,-1.8273809019357938,5.99776248990812,13.119740381695301,6.888250063378684,-7.036038700300624,-0.3845647139019963,0.07342353065665194,-1.7886180737845778,0.07500000000000001,0.07896307575458023
2124,10.1021/acs.jced.5b00731,30.0,0.0,0.0,0.0,32.95,186.0,8.6805,0,71.0,30.0,10.0,8.006670081345048,-0.7697387034634564,-1.8273809019357938,5.99776248990812,13.119740381695301,6.888250063378684,-7.036038700300624,-0.3845647139019963,0.07342353065665194,-1.7886180737845778,0.05066700000000001,0.04625987354230372
1877,10.1039/c4ta05274a,40.0,0.0,0.0,0.0,23.57,76.4,9.0,0,34.23,30.0,13.3,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.03139999999999999,0.033614137522392076
1878,10.1039/c4ta05274a,40.0,0.0,0.0,0.0,23.57,76.4,19.0,0,34.23,30.0,13.3,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.0285,0.026802342785574487
1874,10.1039/c4ta05274a,40.0,0.0,0.0,0.0,23.57,76.4,3.0,0,34.23,30.0,13.3,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.10309999999999996,0.1277807791053854
1875,10.1039/c4ta05274a,40.0,0.0,0.0,0.0,23.57,76.4,4.0,0,34.23,30.0,13.3,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.07319999999999999,0.10685390888165987
1876,10.1039/c4ta05274a,40.0,0.0,0.0,0.0,23.57,76.4,5.6667,0,34.23,30.0,13.3,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.05370000000000001,0.0658531757757338
2114,http://dx.doi.org/10.1016/j.seppur.2017.07.072,54.78986584684178,0.0,0.0,0.0,26.52,58.5,49.0,1,170.0,60.0,10.288523672055437,-1.257979421847971,-1.7496849204219416,9.755166725541395,-1.239309422259817,1.1425359514204478,-1.0572168670673705,-0.04637578194748369,-0.9127344110499697,-1.2396093662892396,-0.7189460056079258,0.008028,0.008588924152290796
2115,http://dx.doi.org/10.1016/j.seppur.2017.07.072,54.78986584684178,0.0,0.0,0.0,19.93,74.03,49.0,1,170.0,60.0,10.288523672055437,-1.257979421847971,-1.7496849204219416,9.755166725541395,-1.239309422259817,1.1425359514204478,-1.0572168670673705,-0.04637578194748369,-0.9127344110499697,-1.2396093662892396,-0.7189460056079258,0.008089000000000002,0.007903388367809504
2116,http://dx.doi.org/10.1016/j.seppur.2017.07.072,54.78986584684178,0.0,0.0,0.0,23.19,91.8,49.0,1,170.0,60.0,10.288523672055437,-1.257979421847971,-1.7496849204219416,9.755166725541395,-1.239309422259817,1.1425359514204478,-1.0572168670673705,-0.04637578194748369,-0.9127344110499697,-1.2396093662892396,-0.7189460056079258,0.008877999999999999,0.010181817388626406
2293,http://dx.doi.org/10.1016/j.seppur.2017.07.072,54.78986584684178,0.0,0.0,0.0,26.52,58.5,49.0,1,170.0,60.0,10.288523672055437,-1.4138243649866862,-3.1079960961789874,5.893359695980025,1.7499902783966794,0.9461611906202915,-1.5240984651564529,0.019655808419360904,3.8290438543915055,2.8235106923925217,1.8786535610585113,0.018971999999999996,0.02185594581997748
2294,http://dx.doi.org/10.1016/j.seppur.2017.07.072,54.78986584684178,0.0,0.0,0.0,19.93,74.03,49.0,1,170.0,60.0,10.288523672055437,-1.4138243649866862,-3.1079960961789874,5.893359695980025,1.7499902783966794,0.9461611906202915,-1.5240984651564529,0.019655808419360904,3.8290438543915055,2.8235106923925217,1.8786535610585113,0.023267000000000003,0.022654793345508174
2295,http://dx.doi.org/10.1016/j.seppur.2017.07.072,54.78986584684178,0.0,0.0,0.0,23.19,91.8,49.0,1,170.0,60.0,10.288523672055437,-1.4138243649866862,-3.1079960961789874,5.893359695980025,1.7499902783966794,0.9461611906202915,-1.5240984651564529,0.019655808419360904,3.8290438543915055,2.8235106923925217,1.8786535610585113,0.025811,0.02215853795807028
1640,https://doi.org/10.1002/app.1992.070441116,120.0,0.0,0.0,0.0,26.52,58.5,1.0,1,32.131649294911185,25.0,0.02,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.029999999999999995,0.03747165102683796
1646,https://doi.org/10.1002/app.1992.070441116,120.0,0.0,0.0,0.0,26.52,58.5,9.0,1,32.131649294911185,25.0,0.02,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.020000000000000004,0.01964140480283276
1636,https://doi.org/10.1002/app.1992.070441116,120.0,0.0,0.0,0.0,26.52,58.5,0.0417,1,32.131649294911185,40.0,0.02,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.29999999999999993,0.26125330308848393
1637,https://doi.org/10.1002/app.1992.070441116,120.0,0.0,0.0,0.0,26.52,58.5,0.0417,1,32.131649294911185,55.0,0.02,-1.1387829339681257,-3.089739955915485,-1.4720769047485018,0.8376482080954786,0.9587537150130785,-1.99662668053077,0.2535505247537129,0.5335120537118556,-0.49482993644999684,-0.14253711686340295,0.5,0.48385290749354365
