NO,DOI,Selective_layer_thickness,Filler_size,Filler_concentration,Crosslinker_concentration,Organic_Hildebrand_solubility_parameter,Organic_molecular_volume,Mass_ratio(A/B),Effluent_type,Effective_area,Experimental_temperature,Downstream_pressure,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Total_flux,predicted
2070,10.1016/S0376-7388(00)00351-3,100.0,0.0,0.0,0.0,23.57,76.4,1.5,1,14.2,30.0,6.7,-1.257979421847971,-1.7496849204219416,9.755166725541395,-1.239309422259817,1.1425359514204478,-1.0572168670673705,-0.04637578194748369,-0.9127344110499697,-1.2396093662892396,-0.7189460056079258,1.2721999999999998,0.9999852098303453
2071,10.1016/S0376-7388(00)00351-3,100.0,0.0,0.0,0.0,23.57,76.4,2.3333,1,14.2,30.0,6.7,-1.257979421847971,-1.7496849204219416,9.755166725541395,-1.239309422259817,1.1425359514204478,-1.0572168670673705,-0.04637578194748369,-0.9127344110499697,-1.2396093662892396,-0.7189460056079258,0.7690000000000001,0.8267036162064368
2072,10.1016/S0376-7388(00)00351-3,100.0,0.0,0.0,0.0,23.57,76.4,4.0,1,14.2,30.0,6.7,-1.257979421847971,-1.7496849204219416,9.755166725541395,-1.239309422259817,1.1425359514204478,-1.0572168670673705,-0.04637578194748369,-0.9127344110499697,-1.2396093662892396,-0.7189460056079258,0.5411000000000001,0.5845016323074989
2073,10.1016/S0376-7388(00)00351-3,100.0,0.0,0.0,0.0,23.57,76.4,9.0,1,14.2,30.0,6.7,-1.257979421847971,-1.7496849204219416,9.755166725541395,-1.239309422259817,1.1425359514204478,-1.0572168670673705,-0.04637578194748369,-0.9127344110499697,-1.2396093662892396,-0.7189460056079258,0.2848,0.513383795718489
2074,10.1016/S0376-7388(00)00351-3,100.0,0.0,0.0,0.0,23.57,76.4,9.0,1,14.2,40.0,6.7,-1.257979421847971,-1.7496849204219416,9.755166725541395,-1.239309422259817,1.1425359514204478,-1.0572168670673705,-0.04637578194748369,-0.9127344110499697,-1.2396093662892396,-0.7189460056079258,0.6345000000000001,0.610555143623746
2075,10.1016/S0376-7388(00)00351-3,100.0,0.0,0.0,0.0,23.57,76.4,9.0,1,14.2,50.0,6.7,-1.257979421847971,-1.7496849204219416,9.755166725541395,-1.239309422259817,1.1425359514204478,-1.0572168670673705,-0.04637578194748369,-0.9127344110499697,-1.2396093662892396,-0.7189460056079258,1.1138999999999997,1.065954660043087
2076,10.1016/S0376-7388(00)00351-3,100.0,0.0,0.0,0.0,23.57,76.4,9.0,1,14.2,60.0,6.7,-1.257979421847971,-1.7496849204219416,9.755166725541395,-1.239309422259817,1.1425359514204478,-1.0572168670673705,-0.04637578194748369,-0.9127344110499697,-1.2396093662892396,-0.7189460056079258,1.7387,1.1196336409749048
1990,10.1016/S0376-7388(00)00544-5,350.0,0.0,0.0,0.0,26.52,58.5,0.1111,0,10.2,25.0,10.66,22.529886786534085,2.268358111865151,0.5301915462965212,-0.4003120134391582,-0.9807107271400718,-1.688403008647361,-0.44759340895087296,-1.593623442663125,1.4528709477895119,-1.717488929120088,0.9,0.7729768147333472
1991,10.1016/S0376-7388(00)00544-5,350.0,0.0,0.0,0.0,26.52,58.5,0.4286,0,10.2,25.0,10.66,22.529886786534085,2.268358111865151,0.5301915462965212,-0.4003120134391582,-0.9807107271400718,-1.688403008647361,-0.44759340895087296,-1.593623442663125,1.4528709477895119,-1.717488929120088,0.7,0.7561400940333279
1992,10.1016/S0376-7388(00)00544-5,350.0,0.0,0.0,0.0,26.52,58.5,1.0,0,10.2,25.0,10.66,22.529886786534085,2.268358111865151,0.5301915462965212,-0.4003120134391582,-0.9807107271400718,-1.688403008647361,-0.44759340895087296,-1.593623442663125,1.4528709477895119,-1.717488929120088,0.7,0.7553196060046122
1993,10.1016/S0376-7388(00)00544-5,350.0,0.0,0.0,0.0,26.52,58.5,2.3333,0,10.2,25.0,10.66,22.529886786534085,2.268358111865151,0.5301915462965212,-0.4003120134391582,-0.9807107271400718,-1.688403008647361,-0.44759340895087296,-1.593623442663125,1.4528709477895119,-1.717488929120088,0.7,0.7519259033357404
1994,10.1016/S0376-7388(00)00544-5,350.0,0.0,0.0,0.0,26.52,58.5,9.0,0,10.2,15.0,10.66,22.529886786534085,2.268358111865151,0.5301915462965212,-0.4003120134391582,-0.9807107271400718,-1.688403008647361,-0.44759340895087296,-1.593623442663125,1.4528709477895119,-1.717488929120088,0.7,0.7888075654004983
1995,10.1016/S0376-7388(00)00544-5,350.0,0.0,0.0,0.0,26.52,58.5,9.0,0,10.2,25.0,10.66,22.529886786534085,2.268358111865151,0.5301915462965212,-0.4003120134391582,-0.9807107271400718,-1.688403008647361,-0.44759340895087296,-1.593623442663125,1.4528709477895119,-1.717488929120088,0.7,0.7018083056315354
1996,10.1016/S0376-7388(00)00544-5,350.0,0.0,0.0,0.0,26.52,58.5,9.0,0,10.2,35.0,10.66,22.529886786534085,2.268358111865151,0.5301915462965212,-0.4003120134391582,-0.9807107271400718,-1.688403008647361,-0.44759340895087296,-1.593623442663125,1.4528709477895119,-1.717488929120088,0.9,0.7306694460659449
1997,10.1016/S0376-7388(00)00544-5,350.0,0.0,0.0,0.0,26.52,58.5,9.0,0,10.2,45.0,10.66,22.529886786534085,2.268358111865151,0.5301915462965212,-0.4003120134391582,-0.9807107271400718,-1.688403008647361,-0.44759340895087296,-1.593623442663125,1.4528709477895119,-1.717488929120088,0.8000000000000003,0.8131980904061458
2139,10.1016/S0376-7388(01)00673-1,3.0,0.0,0.0,0.0,21.37,57.25,0.0309,0,10.17,25.0,6.66,-1.1818260754427294,-3.4155713414725737,0.35057562641250095,0.745955309118312,-0.7234045845640449,0.7542100475191177,0.23469303434186783,0.25290228923716807,0.9640260489591173,-0.21371868609121947,0.5110000000000001,0.42370387332061865
1824,10.1016/S0376-7388(02)00367-8,28.4,0.0,0.0,0.0,29.61,40.49,2.3378,0,14.2,45.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,1.188048,1.0457484684474283
1825,10.1016/S0376-7388(02)00367-8,28.4,0.0,0.0,0.0,29.61,40.49,3.7148,0,14.2,45.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.842231,0.8334997761973921
1826,10.1016/S0376-7388(02)00367-8,28.4,0.0,0.0,0.0,29.61,40.49,8.6993,0,14.2,45.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.401594,0.40871539293570114
1828,10.1016/S0376-7388(02)00367-8,28.4,0.0,0.0,0.0,29.61,40.49,49.0,0,14.2,45.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.42948200000000003,0.42371010788523317
1829,10.1016/S0376-7388(02)00367-8,28.4,0.0,0.0,0.0,29.61,40.49,82.3333,0,14.2,45.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.6470120000000001,0.4608702334324749
1827,10.1016/S0376-7388(02)00367-8,28.4,0.0,0.0,0.0,29.61,40.49,17.3486,0,14.2,45.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.21753,0.30342423664908735
1830,10.1016/S0376-7388(98)00263-4,10.0,0.0,0.0,0.1,32.95,186.0,2.3333,0,25.98,80.0,6.7,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,1.7623189999999997,1.4868316825083654
1831,10.1016/S0376-7388(98)00263-4,10.0,0.0,0.0,0.1,32.95,186.0,4.0,0,25.98,30.0,6.7,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.26472499999999993,0.3746933566109954
1832,10.1016/S0376-7388(98)00263-4,10.0,0.0,0.0,0.1,32.95,186.0,4.0,0,25.98,45.0,6.7,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.445955,0.456334757425298
1833,10.1016/S0376-7388(98)00263-4,10.0,0.0,0.0,0.1,32.95,186.0,4.0,0,25.98,60.0,6.7,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.6886730000000001,0.6791517057543558
1834,10.1016/S0376-7388(98)00263-4,10.0,0.0,0.0,0.1,32.95,186.0,4.0,0,25.98,80.0,6.7,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,1.1304349999999999,1.0273983732437173
1835,10.1016/S0376-7388(98)00263-4,10.0,0.0,0.0,0.1,32.95,186.0,4.0,0,25.98,80.0,6.7,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,1.125566,1.0273983732437173
1836,10.1016/S0376-7388(98)00263-4,10.0,0.0,0.0,0.1,32.95,186.0,9.0,0,25.98,80.0,6.7,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.6144930000000001,0.5018646149457339
1837,10.1016/S0376-7388(98)00263-4,10.0,0.0,0.0,0.1,32.95,186.0,19.0,0,25.98,80.0,6.7,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.15652199999999997,0.20864574959683463
1839,10.1016/S0376-7388(99)00228-8,5.0,0.0,0.0,0.1,26.52,58.5,9.0,0,28.3,60.0,3.99,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.4699999999999999,0.30201802915725207
1840,10.1016/S0376-7388(99)00228-8,5.0,0.0,0.0,0.1,26.52,58.5,9.0,0,28.3,60.0,3.99,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.74,0.30201802915725207
1838,10.1016/S0376-7388(99)00228-8,5.0,0.0,0.0,0.1,26.52,58.5,9.0,0,28.3,60.0,3.99,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.07999999999999999,0.30201802915725207
1841,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,2.7313,0,14.2,25.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.36168200000000006,0.3855506350708983
1842,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,2.7313,0,14.2,35.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.5383180000000001,0.5047278504272052
1843,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,2.7313,0,14.2,45.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.668692,0.7200551619140483
1844,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,2.7313,0,14.2,55.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.8453270000000002,0.8912453632580076
1846,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,5.2112,0,14.2,35.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.36168200000000006,0.338862805769179
1847,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,5.2112,0,14.2,45.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.479439,0.5134680892422375
1848,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,5.2112,0,14.2,55.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.6224300000000001,0.6205047380551956
1850,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,10.1111,0,14.2,35.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.307009,0.2859613682446007
1851,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,10.1111,0,14.2,45.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.420561,0.42436041477098946
1852,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,10.1111,0,14.2,55.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.597196,0.5422342905993301
1854,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,19.0,0,14.2,35.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.269159,0.2410669543037386
1855,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,19.0,0,14.2,45.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.38271000000000005,0.36095226145133835
1856,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,19.0,0,14.2,55.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.550935,0.44363281503152974
1858,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,51.6316,0,14.2,35.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.285981,0.2658601596790037
1859,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,51.6316,0,14.2,45.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.38691600000000004,0.42155989466927374
1860,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,51.6316,0,14.2,55.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.483645,0.5090534400981884
1845,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,5.2112,0,14.2,25.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.23972000000000002,0.26115013017143257
1849,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,10.1111,0,14.2,25.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.21028000000000002,0.22955352155225414
1853,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,19.0,0,14.2,25.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.189252,0.17504294593732161
1857,10.1016/S1383-5866(02)00176-4,26.2,0.0,0.0,0.1,29.61,40.49,51.6316,0,14.2,25.0,2.5,-3.9254824484764317,9.978526325980637,0.38435908842459365,3.6272346322702194,-0.8469282625258765,-0.15991883637996246,0.18478021857638013,-0.05084034761345613,-0.10921558094429323,-0.06368200240470256,0.164019,0.18520376144018538
1713,10.1016/j.cej.2011.09.109,0.55,0.0,0.0,0.0,21.37,57.25,4.0,0,19.63,40.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.51,0.45745806297552155
1714,10.1016/j.cej.2011.09.109,0.23,0.0,0.0,0.0,21.37,57.25,4.0,0,19.63,50.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.37,0.31831752221699644
1715,10.1016/j.cej.2011.09.109,0.31,0.0,0.0,0.0,21.37,57.25,4.0,0,19.63,50.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.31,0.23562796009775563
1716,10.1016/j.cej.2011.09.109,0.55,0.0,0.0,0.0,21.37,57.25,4.0,0,19.63,50.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.71,0.7757569771148864
1719,10.1016/j.cej.2011.09.109,0.55,0.0,0.0,0.0,21.37,57.25,4.0,0,19.63,60.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.7,0.7433644345940836
1720,10.1016/j.cej.2011.09.109,0.23,0.0,0.0,0.0,21.37,57.25,4.0,0,19.63,70.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.4,0.3718050114745559
1722,10.1016/j.cej.2011.09.109,0.55,0.0,0.0,0.0,21.37,57.25,4.0,0,19.63,70.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,1.0,0.9591404493970607
1723,10.1016/j.cej.2011.09.109,0.23,0.0,0.0,0.0,21.37,57.25,4.0,0,19.63,80.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.51,0.47904673532461506
1724,10.1016/j.cej.2011.09.109,0.31,0.0,0.0,0.0,21.37,57.25,4.0,0,19.63,80.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.29999999999999993,0.3463094849821093
1725,10.1016/j.cej.2011.09.109,0.55,0.0,0.0,0.0,21.37,57.25,4.0,0,19.63,80.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,1.5,1.2434825070638666
1726,10.1016/j.cej.2011.09.109,0.23,0.0,0.0,0.0,21.37,57.25,5.6667,0,19.63,50.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.27999999999999997,0.2803512415413596
1728,10.1016/j.cej.2011.09.109,0.55,0.0,0.0,0.0,21.37,57.25,5.6667,0,19.63,50.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.69,0.6779912712336923
1734,10.1016/j.cej.2011.09.109,0.55,0.0,0.0,0.0,21.37,57.25,9.0,0,19.63,40.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.51,0.4177001693081007
1737,10.1016/j.cej.2011.09.109,0.55,0.0,0.0,0.0,21.37,57.25,9.0,0,19.63,50.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.8000000000000003,0.6884425358579275
1738,10.1016/j.cej.2011.09.109,0.23,0.0,0.0,0.0,21.37,57.25,9.0,0,19.63,60.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.29999999999999993,0.2827504756045005
1740,10.1016/j.cej.2011.09.109,0.55,0.0,0.0,0.0,21.37,57.25,9.0,0,19.63,60.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.7,0.7033087373211531
1741,10.1016/j.cej.2011.09.109,0.23,0.0,0.0,0.0,21.37,57.25,9.0,0,19.63,70.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.5,0.3571979498600834
1743,10.1016/j.cej.2011.09.109,0.55,0.0,0.0,0.0,21.37,57.25,9.0,0,19.63,70.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,1.0,0.9345124780481511
1745,10.1016/j.cej.2011.09.109,0.23,0.0,0.0,0.0,21.37,57.25,9.0,0,19.63,80.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.5200000000000001,0.43965646800567
1746,10.1016/j.cej.2011.09.109,0.55,0.0,0.0,0.0,21.37,57.25,9.0,0,19.63,80.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,1.5,1.1574025678987003
1747,10.1016/j.cej.2011.09.109,0.31,0.0,0.0,0.0,21.37,57.25,19.0,0,19.63,50.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.27999999999999997,0.27256643906511274
1748,10.1016/j.cej.2011.09.109,0.55,0.0,0.0,0.0,21.37,57.25,19.0,0,19.63,50.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,1.08,0.8958177894506215
1708,10.1016/j.cej.2011.09.109,0.23,0.0,0.0,0.0,21.37,57.25,4.0,0,19.63,30.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.1,0.12960408526585188
1709,10.1016/j.cej.2011.09.109,0.31,0.0,0.0,0.0,21.37,57.25,4.0,0,19.63,30.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.1,0.09669274604449676
1710,10.1016/j.cej.2011.09.109,0.55,0.0,0.0,0.0,21.37,57.25,4.0,0,19.63,30.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.25,0.32267864611483155
1711,10.1016/j.cej.2011.09.109,0.23,0.0,0.0,0.0,21.37,57.25,4.0,0,19.63,40.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.20000000000000004,0.19047863828935818
1712,10.1016/j.cej.2011.09.109,0.31,0.0,0.0,0.0,21.37,57.25,4.0,0,19.63,40.0,2.5,24.020837786192946,2.528790751045209,-0.10201824010118887,-0.7742730719309862,-4.000955666733338,-2.527405402983877,-3.092999325908554,0.7675048272502354,0.21452499282685278,-0.16732092878311292,0.20000000000000004,0.14210896640514523
